city,county,crashday,crashhour,crashloc,crashmonth,crashsevr,crashtype,development,drvrinjury,latitude,longitude,pedinjury,pedpos,rdclass,rdconfig,drvragegrp
Charlotte,Mecklenburg,Thursday,10,Intersection,January,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Commercial,O: No Injury,35.20207594,-80.84472393,C: Possible Injury,Crosswalk Area,Local Street,One-Way: Not Divided,30-39
Asheville,Buncombe,Saturday,11,Intersection,December,O: No Injury,Motorist Right Turn - Perpendicular Paths,Commercial,O: No Injury,35.575546,-82.61274332,Unknown Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Raleigh,Wake,Friday,13,Non-Roadway,December,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.86991712,-78.56621918,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,40-49
Durham,Durham,Wednesday,21,Non-Roadway,December,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.924343,-78.844119,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Thursday,22,Non-Roadway,December,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.27661583,-80.76616878,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
None - Rural Crash,Davidson,Monday,1,Non-Intersection,December,B: Suspected Minor Injury,Walking Along Roadway Against Traffic - From Behind,Farms: Woods: Pastures,Unknown Injury,35.93101062,-80.07927607,B: Suspected Minor Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,Unknown
Fuquay-Varina,Wake,Friday,12,Non-Intersection,December,C: Possible Injury,Pedestrian Failed to Yield,Commercial,Unknown Injury,35.59437728,-78.77594474,C: Possible Injury,Travel Lane,NC Route,Two-Way: Not Divided,Unknown
Winston-Salem,Forsyth,Friday,22,Non-Intersection,December,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Commercial,Unknown Injury,36.06660824,-80.30738264,B: Suspected Minor Injury,Other / Unknown,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Greensboro,Guilford,Tuesday,13,Non-Roadway,January,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.08862892,-79.83462309,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
Winston-Salem,Forsyth,Tuesday,19,Non-Intersection,January,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,36.0664328,-80.30781075,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
Burlington,Alamance,Friday,0,Intersection,January,B: Suspected Minor Injury,Pedestrian Failed to Yield,Residential,O: No Injury,36.09492482,-79.42922839,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
None - Rural Crash,Wayne,Friday,5,Non-Roadway,December,A: Suspected Serious Injury,Off Roadway - Parking Lot,Farms: Woods: Pastures,Unknown Injury,35.18988367,-77.92916633,A: Suspected Serious Injury,Driveway / Alley,Local Street,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Friday,12,Non-Roadway,February,K: Killed,Off Roadway - Parking Lot,Commercial,O: No Injury,35.23903223,-80.82745652,K: Killed,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Harrisburg,Cabarrus,Friday,23,Non-Intersection,January,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Commercial,Unknown Injury,35.31687281,-80.67591719,C: Possible Injury,Unpaved Right-of-Way,Local Street,Two-Way: Divided: Unprotected Median,Unknown
China Grove,Rowan,Monday,15,Non-Roadway,December,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.56952803,-80.58075551,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,30-39
None - Rural Crash,New Hanover,Saturday,20,Non-Intersection,February,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,34.08996774,-77.89675953,B: Suspected Minor Injury,Travel Lane,US Route,Two-Way: Divided: Unprotected Median,60-69
Charlotte,Mecklenburg,Monday,17,Intersection-Related,January,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Residential,O: No Injury,35.21311466,-80.76602962,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,60-69
Rocky Mount,Nash,Saturday,18,Non-Intersection,February,B: Suspected Minor Injury,Walking Along Roadway Against Traffic - From Behind,Residential,O: No Injury,35.96235149,-77.87178028,B: Suspected Minor Injury,Unpaved Right-of-Way,Local Street,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Tuesday,17,Non-Intersection,January,B: Suspected Minor Injury,Dart-Out,Commercial,O: No Injury,35.21153499,-80.83496486,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
Troy,Montgomery,Wednesday,18,Intersection-Related,December,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.35549616,-79.9008047,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,40-49
None - Rural Crash,Columbus,Friday,7,Non-Intersection,January,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Farms: Woods: Pastures,O: No Injury,34.16271058,-78.89084578,C: Possible Injury,Travel Lane,NC Route,Two-Way: Not Divided,40-49
Goldsboro,Wayne,Tuesday,15,Intersection,February,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Commercial,O: No Injury,35.40183509,-77.9849352,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
Marshville,Union,Tuesday,3,Non-Roadway,December,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,34.98448106,-80.38625554,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,50-59
Burlington,Alamance,Thursday,23,Intersection,February,O: No Injury,Motorist Right Turn - Perpendicular Paths,Commercial,Unknown Injury,36.10274875,-79.43420894,O: No Injury,Other / Unknown,NC Route,Two-Way: Not Divided,Unknown
Lexington,Davidson,Friday,6,Non-Intersection,February,K: Killed,Pedestrian Failed to Yield,Commercial,O: No Injury,35.81691825,-80.26137278,K: Killed,Travel Lane,Local Street,Two-Way: Not Divided,70+
Clayton,Johnston,Tuesday,21,Non-Intersection,December,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Residential,O: No Injury,35.64248543,-78.46977495,B: Suspected Minor Injury,Paved Shoulder / Bike Lane / Parking Lane,Local Street,Two-Way: Not Divided,60-69
Charlotte,Mecklenburg,Sunday,2,Non-Roadway,February,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.20239407,-80.73448028,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,20-24
Charlotte,Mecklenburg,Monday,16,Non-Roadway,January,C: Possible Injury,Dispute-Related,Residential,O: No Injury,35.18437903,-80.76354065,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Gastonia,Gaston,Tuesday,17,Non-Roadway,February,B: Suspected Minor Injury,Backing Vehicle - Driveway,Residential,O: No Injury,35.27715262,-81.18475629,B: Suspected Minor Injury,Driveway / Alley,Private Road: Driveway,Two-Way: Not Divided,20-24
Greensboro,Guilford,Tuesday,18,Non-Roadway,February,A: Suspected Serious Injury,Backing Vehicle - Driveway,Residential,O: No Injury,36.13286121,-79.91910577,A: Suspected Serious Injury,Driveway / Alley,Local Street,Unknown,70+
Monroe,Union,Sunday,20,Non-Intersection,February,C: Possible Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,34.97570334,-80.52003489,C: Possible Injury,Travel Lane,US Route,Two-Way: Divided: Unprotected Median,70+
Carrboro,Orange,Monday,18,Non-Roadway,January,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,O: No Injury,35.90258262,-79.08885933,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Charlotte,Mecklenburg,Saturday,21,Intersection,March,K: Killed,Motorist Failed to Yield,Commercial,O: No Injury,35.21741995,-80.85480713,K: Killed,Crosswalk Area,Local Street,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Sunday,10,Non-Intersection,February,B: Suspected Minor Injury,Backing Vehicle - Roadway,Commercial,O: No Injury,35.18763376,-80.83219855,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,70+
None - Rural Crash,Rutherford,Wednesday,19,Non-Intersection,March,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Residential,O: No Injury,35.33679322,-81.86435214,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,70+
None - Rural Crash,Bertie,Sunday,18,Non-Intersection,February,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,36.20633798,-76.77350749,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,70+
Charlotte,Mecklenburg,Thursday,10,Non-Roadway,March,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.15224652,-80.74581366,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Cherryville,Gaston,Wednesday,17,Non-Roadway,February,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.38519245,-81.37010863,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Raleigh,Wake,Sunday,9,Non-Roadway,February,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,Unknown Injury,35.81921808,-78.59637788,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
None - Rural Crash,Johnston,Sunday,3,Non-Intersection,March,A: Suspected Serious Injury,Dispute-Related,Residential,O: No Injury,35.61189808,-78.55851117,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
Kill Devil Hills,Dare,Monday,22,Intersection,March,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,36.03779811,-75.67539888,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,40-49
Charlotte,Mecklenburg,Sunday,2,Intersection-Related,February,B: Suspected Minor Injury,Motorist Right Turn - Parallel Paths,Commercial,O: No Injury,35.23655757,-80.7356907,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,25-29
Charlotte,Mecklenburg,Saturday,19,Intersection-Related,March,B: Suspected Minor Injury,Dispute-Related,Commercial,Unknown Injury,35.22297529,-80.725212,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Cary,Wake,Friday,17,Non-Intersection,March,O: No Injury,Dash,Commercial,O: No Injury,35.79394467,-78.76819703,O: No Injury,Travel Lane,Local Street,Two-Way: Not Divided,30-39
Asheville,Buncombe,Thursday,14,Non-Roadway,January,O: No Injury,Vehicle-Vehicle / Object,Commercial,O: No Injury,35.59126669,-82.58080137,O: No Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Divided: Unprotected Median,70+
None - Rural Crash,Onslow,Thursday,0,Non-Intersection,March,A: Suspected Serious Injury,Walking in Roadway,Residential,Unknown Injury,34.7140812,-77.23435057,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,Unknown
Asheville,Buncombe,Monday,18,Non-Intersection,February,B: Suspected Minor Injury,Standing in Roadway,Commercial,O: No Injury,35.46671868,-82.51694963,O: No Injury,Travel Lane,US Route,Two-Way: Not Divided,60-69
None - Rural Crash,Burke,Wednesday,18,Non-Intersection,February,K: Killed,Walking Along Roadway Against Traffic - From Front,Residential,O: No Injury,35.68145241,-81.76957156,K: Killed,Travel Lane,State Secondary Route,Two-Way: Not Divided,50-59
Greensboro,Guilford,Friday,19,Intersection-Related,March,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Residential,O: No Injury,36.06301162,-79.7519295,C: Possible Injury,Other / Unknown,Local Street,Two-Way: Not Divided,50-59
Jacksonville,Onslow,Thursday,16,Non-Intersection,February,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,34.77548494,-77.41159151,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Fayetteville,Cumberland,Tuesday,16,Intersection,March,B: Suspected Minor Injury,Motorist Failed to Yield,Residential,Unknown Injury,35.05519558,-79.06850723,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Winston-Salem,Forsyth,Wednesday,22,Intersection-Related,March,C: Possible Injury,Motorist Turn / Merge - Other / Unknown,Commercial,Unknown Injury,36.09656283,-80.22851142,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,Unknown
Lenoir,Caldwell,Tuesday,19,Non-Intersection,April,B: Suspected Minor Injury,Dash,Commercial,O: No Injury,35.92353328,-81.52572508,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
Oxford,Granville,Thursday,0,Non-Intersection,February,O: No Injury,Walking Along Roadway - Direction / Position Unknown,Commercial,O: No Injury,36.295079,-78.601947,O: No Injury,Travel Lane,Local Street,Two-Way: Not Divided,30-39
Fayetteville,Cumberland,Wednesday,12,Non-Intersection,March,C: Possible Injury,Backing Vehicle - Roadway,Commercial,O: No Injury,35.05184606,-78.88162944,C: Possible Injury,Paved Shoulder / Bike Lane / Parking Lane,Local Street,Two-Way: Not Divided,70+
Monroe,Union,Thursday,7,Non-Roadway,February,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.0051382,-80.52569298,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Greensboro,Guilford,Thursday,15,Non-Roadway,March,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.11299046,-79.87752535,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,40-49
Greensboro,Guilford,Saturday,18,Non-Intersection,April,C: Possible Injury,Motorist Right Turn - Parallel Paths,Commercial,O: No Injury,36.01625634,-79.89879494,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,20-24
Charlotte,Mecklenburg,Monday,16,Non-Intersection,April,C: Possible Injury,Motorist Exiting Driveway or Alley,Commercial,Unknown Injury,35.23054987,-80.83578234,C: Possible Injury,Sidewalk / Shared Use Path / Driveway Crossing,Local Street,Two-Way: Not Divided,Unknown
Hickory,Catawba,Wednesday,11,Non-Intersection,April,O: No Injury,Backing Vehicle - Roadway,Residential,O: No Injury,35.78389927,-81.29967402,O: No Injury,Travel Lane,Local Street,Two-Way: Not Divided,30-39
Raleigh,Wake,Wednesday,16,Intersection,March,O: No Injury,Motorist Right Turn - Parallel Paths,Commercial,Unknown Injury,35.77542747,-78.6367752,O: No Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,Unknown
Greensboro,Guilford,Saturday,11,Non-Roadway,March,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.13534423,-79.85618463,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,70+
Wilmington,New Hanover,Friday,20,Intersection,April,O: No Injury,Walking in Roadway,Residential,Unknown Injury,34.21920488,-77.94421549,O: No Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,Unknown
Fayetteville,Cumberland,Tuesday,16,Intersection,April,C: Possible Injury,Multiple Threat,Commercial,O: No Injury,35.05694042,-78.87575869,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,25-29
Charlotte,Mecklenburg,Thursday,19,Non-Roadway,April,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.27380098,-80.81041846,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Charlotte,Mecklenburg,Wednesday,11,Non-Roadway,May,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.09656883,-80.78547604,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
None - Rural Crash,Lee,Wednesday,20,Non-Intersection,March,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,35.46525677,-79.08052683,B: Suspected Minor Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,30-39
None - Rural Crash,Wake,Saturday,11,Non-Roadway,April,O: No Injury,Off Roadway - Other / Unknown,Residential,O: No Injury,35.8746618,-78.50359835,O: No Injury,Driveway / Alley,Public Vehicular Area,Two-Way: Not Divided,40-49
None - Rural Crash,Johnston,Sunday,20,Non-Roadway,April,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.63915113,-78.4484973,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
Durham,Durham,Friday,8,Intersection,May,C: Possible Injury,Motorist Left Turn - Parallel Paths,Residential,O: No Injury,35.99256734,-78.88311089,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Holly Springs,Wake,Tuesday,17,Non-Roadway,March,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.66180112,-78.85006779,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,0-19
Charlotte,Mecklenburg,Friday,21,Non-Intersection,April,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.14896804,-80.92548989,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,60-69
Boone,Watauga,Thursday,15,Intersection-Related,March,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,36.20211876,-81.66335335,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,70+
Lexington,Davidson,Monday,18,Non-Intersection,May,B: Suspected Minor Injury,Disabled Vehicle-Related,Farms: Woods: Pastures,Unknown Injury,35.7796617,-80.26349104,B: Suspected Minor Injury,Paved Shoulder / Bike Lane / Parking Lane,Interstate,Two-Way: Divided: Unprotected Median,Unknown
